Company Name,Acct #,Dialed,L14 Dials,LTO,TZ,City,State,PWC,MOR,Days,Last Note,Campaign,Facebook,"Name (Last, First)",YELP,Google Advertiser,Association,Websites,Craigslist,Thumbtack,YellowPages,Better Business Bureau,Nextdoor,Houzz,High Needs,Pro Name,Pro Count,Con Name,Con Count,Bad Name,Bad Count,Local Count,Score,Score2,Combo
Zero Waste Challenge LLC,126308363,N,0, - ,CST,"2101 W Military Highway Ste I18, McAllen, TX, 7850",TX,Waste Material Removal,T,0,5/17/2022,,N,,N,N,N,N,N,N,N,N,N,N,N,1,,0,,0,,,3,,
Zuehlke Drywall,126275662,N,0, - ,CST,"14023 Packard St, Houston, TX, 77040",TX,Plaster & Drywall,T,0,5/16/2022,,N,http://houstonsheetrock.com/,N,N,N,N,N,N,N,N,N,N,N,1,1,0,0,0,0,0,3,6,9
12 Decks Fences,126307377,N,0, - ,PST,"Seattle, WA, 98125",WA,Decks,T,0,5/17/2022,,N,https://12decksandfences.com/,N,N,N,N,N,N,N,N,N,N,N,2,2,0,0,0,0,0,6,12,18
25 Carpet Cleaning Deals,126307385,N,0, - ,PST,"2201 E Madison St, Seattle, WA, 98112",WA,Cleaning Services,T,0,5/17/2022,,N,,N,N,N,N,N,N,N,N,N,N,N,2,,0,,0,,,6,,
39 Upholstery Cleaning,126308783,N,0, - ,EST,"322 E Exchange St, Akron, OH, 44304",OH,Furniture Repair & Refinish,T,0,5/17/2022,,N,,N,N,N,N,N,N,N,N,N,N,N,2,,1,,0,,,4,,
39Dollar Carpet Cleaner,126307384,N,0, - ,PST,"2210 Westlake Ave, Seattle, WA, 98121",WA,Cleaning Services,T,0,5/17/2022,,N,,N,N,N,N,N,N,N,N,N,N,N,2,,0,,0,,,6,,
A Orland TV Repair Antenna,126275541,N,0, - ,CST,"9024 Franklin Ct, Orland Park, IL, 60462",IL,Audio/Visual,T,0,5/16/2022,,N,,N,N,N,N,N,N,N,N,N,N,N,2,,1,,0,,,4,,
A V Computer Services,126308369,N,0, - ,MST,"3615 Montana Ave, El Paso, TX, 79903",TX,Audio/Visual,T,0,5/17/2022,,N,https://www.av-computerservices.com/,N,N,N,N,N,N,N,N,N,N,N,2,1,1,1,0,0,0,4,5,9
Aaron Copp Lighting Design,126307917,N,0, - ,EST,"213 W 122nd St Apt 4, New York, NY, 10027",NY,Electrical,T,0,5/17/2022,,N,https://www.aaroncopp.com/,N,N,N,N,N,N,N,N,N,N,N,2,0,0,0,0,0,0,6,6,12
Aaron s Tree Service,126308364,N,0, - ,CST,"109 E Vine Ave, McAllen, TX, 78501",TX,Tree Service,T,0,5/17/2022,,N,,N,N,N,N,N,N,N,N,N,N,N,2,,0,,0,,,6,,
Abel Carpet Cleaning,126307785,N,0, - ,,,,Cleaning Services,T,0,5/17/2022,,N,,N,N,N,N,N,N,N,N,N,N,N,2,,0,,0,,,6,,
Air Duct Cleaning Clear Lake City,126307149,N,0, - ,CST,"Houston, TX, 30274",TX,HVAC,T,0,5/17/2022,,N,http://airductcleaningclearlakecity.com/,N,N,N,N,N,N,N,N,N,N,N,2,1,0,0,0,0,0,6,9,15
Air Duct Cleaning Dallas TX,126275615,N,0, - ,CST,"4409 Live Oak St, Dallas, TX, 75204",TX,HVAC,T,0,5/16/2022,,N,http://airductcleaningdallastexas.blogspot.com/,N,N,N,N,N,N,N,N,N,N,N,2,1,0,0,0,0,0,6,9,15
Air Duct Cleaning Davis,126307757,N,0, - ,PST,"2323 Rockwell Dr, Davis, CA, 95618",CA,HVAC,T,0,5/17/2022,,N,http://www.airductcleaningdavis.com/,N,N,N,N,N,N,N,N,N,N,N,2,1,0,0,0,0,0,6,9,15
Air Duct Cleaning Houston,126307280,N,0, - ,CST,"Houston, TX, 85286",TX,HVAC,T,0,5/17/2022,,N,http://www.airductcleaninginhouston.com/,N,N,N,N,N,N,N,N,N,N,N,2,1,0,0,0,0,0,6,9,15
Air Duct Cleaning Renton Wa,126307372,N,0, - ,PST,"Renton,, WA, 98057",WA,HVAC,T,0,5/17/2022,,N,http://airductcleaningrenton.com/,N,N,N,N,N,N,N,N,N,N,N,2,1,0,0,0,0,0,6,9,15
Air Duct cleaning Signal Hill 90755,126308935,N,0, - ,CST,"Signal Hill, CA, 90755",AL,HVAC,T,0,5/17/2022,,N,,N,N,N,N,N,N,N,N,N,N,N,2,,0,,0,,,6,,
Aitana Cleaning Services,126308003,N,0, - ,CST,"3712 Garner Ave, Kansas City, MO",KS,Recovery Service,T,0,5/17/2022,,N,https://aitana-cleaningservices.negocio.site/,N,N,N,N,N,N,N,N,N,N,N,2,2,0,0,0,0,0,6,12,18
Akayd Construction Masonry,126275341,N,0, - ,EST,"New York, NY, 10010",NY,Concrete & Masonry,T,0,5/16/2022,,N,http://www.akaydconstructionmasonry.com/,N,N,N,N,N,N,N,N,N,N,N,2,2,0,0,0,0,0,6,12,18
Akron Upholstery Cleaner,126308784,N,0, - ,EST,"235 E Cuyahoga Falls Ave, Akron, OH, 44310",OH,Furniture Repair & Refinish,T,0,5/17/2022,,N,,N,N,N,N,N,N,N,N,N,N,N,2,,1,,0,,,4,,
Akrosteam Carpet Cleaning,126308773,N,0, - ,EST,"910 Killian Rd, Akron, OH, 44312",OH,Cleaning Services,T,0,5/17/2022,,N,,N,N,N,N,N,N,N,N,N,N,N,2,,0,,0,,,6,,
Alexandria Interior Painting,126307222,N,0, - ,EST,"110 S Washington St, Alexandria, VA, 22314",VA,Carpenters,T,0,5/17/2022,,N,,N,N,N,N,N,N,N,N,N,N,N,2,,0,,0,,,6,,
ALL DRYWALL AND PAINTING INC,126275586,N,0, - ,EST,"Miami, FL, 33133",FL,Painting,T,0,5/16/2022,,N,,N,N,N,N,N,N,N,N,N,N,N,2,,0,,0,,,6,,
All Seasons Window Cleaning Co,126308307,N,0, - ,EST,"700 Main St, Buffalo, NY, 14202",NY,Doors & Windows,T,0,5/17/2022,,N,,N,N,N,N,N,N,N,N,N,N,N,2,,0,,0,,,6,,
All Serv Restoration Damage Restoration,126308455,N,0, - ,CST,"153 E Helena St, Dayton,, CA, 45404",TX,Additions and Remodels,T,0,5/17/2022,,N,http://callallserv.com/,N,N,N,N,N,N,N,N,N,N,N,2,0,0,0,0,0,0,6,6,12
Allan Marble Granite Corp,126273899,N,0, - ,EST,"749 Van Sinderen Ave, Brooklyn, NY, 11207",NY,Cabinets & Countertops,T,1,5/16/2022,,N,https://allanmarblegranitecorp.business.site/,N,N,N,N,N,N,N,N,N,N,N,2,1,0,0,0,0,0,6,9,15
Allentown Floor Cleaning,126308507,N,0, - ,EST,"7267 Penn Dr, Bath, PA, 18014",PA,Flooring,T,0,5/17/2022,,N,,N,N,N,N,N,N,N,N,N,N,N,2,,0,,0,,,6,,
Always Open Carpet Cleaning,126307417,N,0, - ,PST,"417 Broadway E, Seattle, WA, 98102",WA,Cleaning Services,T,0,5/17/2022,,N,,N,N,N,N,N,N,N,N,N,N,N,2,,0,,0,,,6,,
American Foundation Waterproofing,126308661,N,0, - ,EST,"1503 Old Mount Tabor Rd, Maryville, TN, 37801",TN,Concrete & Masonry,T,0,5/17/2022,,N,https://americanfw.com/location/maryville/,N,N,N,N,N,N,N,N,N,N,N,2,0,0,0,0,0,0,6,6,12
American Pest Control,126307535,N,0, - ,MST,"12445 E 39th Ave, Denver, CO, 80239",CO,Pest Control,T,0,5/17/2022,,N,http://americanpestcontrolcompany.com/,N,N,N,N,N,N,N,N,N,N,N,2,1,0,0,0,0,0,6,9,15
American Security Iron Works,126308250,N,0, - ,EST,"6060 Poplar Level Rd, Louisville, KY, 40228",KY,Security Services,T,0,5/17/2022,,N,https://www.americansecurity-ironworks.com/,N,N,N,N,N,N,N,N,N,N,N,2,2,0,0,0,0,0,6,12,18
American Security Protective Window Film,126308577,N,0, - ,EST,"1376 10th St N, Naples, FL, 34102",FL,Doors & Windows,T,0,5/17/2022,,N,,N,N,N,N,N,N,N,N,N,N,N,2,,0,,0,,,6,,
American Society Landscp Architects,126307180,N,0, - ,EST,"636 Eye St NW, Washington, DC, 20005",DC,"Architects, Designers & Engineers",T,0,5/17/2022,,N,http://www.asla.org/,N,N,N,N,N,N,N,N,N,N,N,2,0,1,1,0,0,0,4,2,6
American Waste Control Inc,126308488,N,0, - ,CST,"1420 W 35th St, Tulsa, OK, 74107",OK,Waste Material Removal,T,0,5/17/2022,,N,https://www.americanwastecontrol.com/,N,N,N,N,N,N,N,N,N,N,N,2,0,0,0,0,0,0,6,6,12
Ames Drywall Furnishing Tools Services,126307487,N,0, - ,EST,"1212 N 39th St, Tampa, FL, 33605",FL,Plaster & Drywall,T,0,5/17/2022,,N,https://amestools.com/,N,N,N,N,N,N,N,N,N,N,N,2,0,1,1,0,0,0,4,2,6
Andy s Plumbing Service,126308362,N,0, - ,CST,"Pharr, TX, 78577",TX,Plumbing,T,0,5/17/2022,,N,https://andysplumbingservice.com/,N,N,N,N,N,N,N,N,N,N,N,2,2,0,0,0,0,0,6,12,18
Any Day Carpet Cleaning,126307383,N,0, - ,PST,"418 S Jackson St, Seattle, WA, 98104",WA,Cleaning Services,T,0,5/17/2022,,N,,N,N,N,N,N,N,N,N,N,N,N,2,,0,,0,,,6,,
Any Time Carpet Cleaning,126307382,N,0, - ,PST,"500 15th Ave E, Seattle, WA, 98112",WA,Cleaning Services,T,0,5/17/2022,,N,,N,N,N,N,N,N,N,N,N,N,N,2,,0,,0,,,6,,
Apartment Carpet Cleaning,126308769,N,0, - ,EST,"834 W Market St, Akron, OH, 44303",OH,Cleaning Services,T,0,5/17/2022,,N,,N,N,N,N,N,N,N,N,N,N,N,2,,1,,0,,,4,,
Apartment carpet cleaning Studio City 91604,126275364,N,0, - ,PST,"Studio City, CA, 91604",CA,Cleaning Services,T,0,5/16/2022,,N,,N,N,N,N,N,N,N,N,N,N,N,2,,2,,0,,,2,,
Apex Contracting Restoration Inc,126307444,N,0, - ,PST,"5183 Mercury Pt, San Diego, CA, 92111",CA,Additions and Remodels,T,0,5/17/2022,,N,https://www.apex411.com/,N,N,N,N,N,N,N,N,N,N,N,2,0,0,0,0,0,0,6,6,12
Appliance Repair Wolf,126307179,N,0, - ,EST,"1001 Paper Mill Ct NW, Washington, DC, 20007",DC,Appliances,T,0,5/17/2022,,N,,N,N,N,N,N,N,N,N,N,N,N,2,,0,,0,,,6,,
Aqua Star Plumbing Plumbing,126273102,N,0, - ,PST,"2169 15th St, San Francisco, CA, 94114",CA,Plumbing,T,1,5/16/2022,,N,http://aquastarca.com/,N,N,N,N,N,N,N,N,N,N,N,2,0,0,0,0,0,0,6,6,12
Archer Heights Appliance Repair,126275542,N,0, - ,CST,"Chicago, IL, 60605",IL,Appliances,T,0,5/16/2022,,N,http://www.archerheightsappliancerepair.com/,N,N,N,N,N,N,N,N,N,N,N,2,1,0,0,0,0,0,6,9,15
Ari s Mold Removal,126275342,N,0, - ,EST,"1626 E 36th St, Brooklyn, NY, 11234",NY,Testing & Abatement Services,T,0,5/16/2022,,N,http://www.ariscleaningservice.com/,N,N,N,N,N,N,N,N,N,N,N,2,2,0,0,0,0,0,6,12,18
Arlington Heating and Air Conditioning,126307221,N,0, - ,EST,"3516 S Four Mile Run Dr, Arlington, VA, 22206",VA,HVAC,T,0,5/17/2022,,N,http://arlingtonhvac.net/,N,N,N,N,N,N,N,N,N,N,N,2,1,0,0,0,0,0,6,9,15
Arrow Water Heating Repair,126308648,N,0, - ,CST,"1225 Lady St Ste 100, Columbia, SC, 29201",MO,HVAC,T,0,5/17/2022,,N,,N,N,N,N,N,N,N,N,N,N,N,2,,0,,0,,,6,,
Art Wood Flooring Inc Flooring,126275449,N,0, - ,PST,"14148 Magnolia Blvd, Sherman Oaks, CA, 91423",CA,Flooring,T,0,5/16/2022,,N,http://www.artwoodflooringinc.com/,N,N,N,N,N,N,N,N,N,N,N,2,1,1,0,0,0,0,4,7,11
Asbestos Abatement Crtfctn,126307715,N,0, - ,PST,"2909 SE 136th Ave, Portland, OR, 97236",OR,Testing & Abatement Services,T,0,5/17/2022,,N,,N,N,N,N,N,N,N,N,N,N,N,2,,0,,0,,,6,,
Asurion Appliance Repair,126275619,N,0, - ,CST,"3406 Oak Lawn Ave, Dallas, TX, 75219",TX,Appliances,T,0,5/16/2022,,N,https://appliance-repair.asurion.com/texas/dallas/?utm_source=google&utm_medium=gmb&utm_campaign=upt,N,N,N,N,N,N,N,N,N,N,N,2,1,0,0,0,0,0,6,9,15
At Great Haul Movers,126307262,N,0, - ,,,,Moving,T,0,5/17/2022,,N,http://greathaulmovers.com/,N,N,N,N,N,N,N,N,N,N,N,2,1,0,0,0,0,0,6,9,15
Atomic Electric Generators Inc,126307879,N,0, - ,EST,"5200 Turney Rd, Garfield Heights, OH, 44125",OH,Electrical,T,0,5/17/2022,,N,https://www.atomicelectricandgeneratorsincoh.com/,N,N,N,N,N,N,N,N,N,N,N,2,1,0,0,0,0,0,6,9,15
Atrax Roof Gutter,126307392,N,0, - ,PST,"11110 NE 125th Ln, Kirkland, WA, 98034",WA,Roofing & Gutters,T,0,5/17/2022,,N,http://www.atraxroofandgutter.com/,N,N,N,N,N,N,N,N,N,N,N,2,1,0,0,0,0,0,6,9,15
Authorized Viking Appliance Repair,126275620,N,0, - ,CST,"1201 Elm St Ste 2421, Dallas, TX, 75270",TX,Appliances,T,0,5/16/2022,,N,http://www.authorizedvikingappliancerepairdallas.com/,N,N,N,N,N,N,N,N,N,N,N,2,1,1,1,0,0,0,4,5,9
AZ Major Appliance Repair,126308845,N,0, - ,MST,"Gilbert, AZ, 85295",AZ,Appliances,T,0,5/17/2022,,N,https://www.azmajor.com/,N,N,N,N,N,N,N,N,N,N,N,2,0,0,0,0,0,0,6,6,12
Bay Duct Cleaning Inc,126275579,N,0, - ,EST,"909 Normandy Dr, Miami Beach, FL, 33141",FL,HVAC,T,0,5/16/2022,,N,http://bayductcleaninginc.com/,N,N,N,N,N,N,N,N,N,N,N,2,1,0,0,0,0,0,6,9,15
Bestway Disposal Material Recovery Facility,126308599,N,0, - ,MST,"4005 Interpark Dr Ste A, Colorado Springs, CO, 809",CO,Waste Material Removal,T,0,5/17/2022,,N,http://bestwaydisposal.com/,N,N,N,N,N,N,N,N,N,N,N,2,0,3,0,0,0,0,0,0,0
Bird Removal Control,126307177,N,0, - ,EST,"901 M St SE, Washington Navy Yard, DC, 20374",DC,Waste Material Removal,T,0,5/17/2022,,N,,N,N,N,N,N,N,N,N,N,N,N,2,,0,,0,,,6,,
BK Stucco Plastering,126308436,N,0, - ,EST,"4309 78th St W, Bradenton, FL, 34209",FL,Plaster & Drywall,T,0,5/17/2022,,N,,N,N,N,N,N,N,N,N,N,N,N,2,,0,,0,,,6,,
Bois Nouveau Woodworking and Upholstery,126275702,N,0, - ,CST,"1919 Decatur St, Houston, TX, 77007",TX,Carpenters,T,0,5/16/2022,,N,https://www.boisnouveau.com/,N,N,N,N,N,N,N,N,N,N,N,2,0,1,0,0,0,0,4,4,8
Bon Air Exteriors,126308231,N,0, - ,EST,"Richmond, VA, 23224",VA,HVAC,T,0,5/17/2022,,N,https://www.bonairexteriors.com/,N,N,N,N,N,N,N,N,N,N,N,2,1,0,0,0,0,0,6,9,15
Border Construction Hauling,126308353,N,0, - ,CST,"1043 De Soto Ave, Alamo, TX, 78516",TX,Additions and Remodels,T,0,5/17/2022,,N,,N,N,N,N,N,N,N,N,N,N,N,2,,0,,0,,,6,,
Boston Tankless Water Heaters Plumbing,126307275,N,0, - ,,,,Plumbing,T,0,5/17/2022,,N,,N,N,N,N,N,N,N,N,N,N,N,2,,0,,0,,,6,,
Brickell Oriental Rug Cleaning Pros,126275598,N,0, - ,EST,"Miami, FL, 33131",FL,Concrete & Masonry,T,0,5/16/2022,,N,https://www.orientalrugproscoralgables.com/brickell.html,N,N,N,N,N,N,N,N,N,N,N,2,0,1,0,0,0,0,4,4,8
Brighton Heating and Air Conditioning,126307400,N,0, - ,EST,"2505 2nd Ave 715, Seattle, WA, 98121",DC,HVAC,T,0,5/17/2022,,N,http://brightonheatingandairconditioning.com/,N,N,N,N,N,N,N,N,N,N,N,2,2,0,0,0,0,0,6,12,18
C C Repair Cellphone and Computer Page Ave,126307653,N,0, - ,CST,"10088 Page Ave, Saint Louis, MO, 63132",MO,Audio/Visual,T,0,5/17/2022,,N,https://www.cellandcomputerrepair.com/,N,N,N,N,N,N,N,N,N,N,N,2,1,2,0,0,0,0,2,5,7
C S Carpet Cleaning,126307784,N,0, - ,,,,Cleaning Services,T,0,5/17/2022,,N,,N,N,N,N,N,N,N,N,N,N,N,2,,0,,0,,,6,,
Cali Floor Flooring,126275448,N,0, - ,PST,"950 Hancock Ave, West Hollywood, CA, 90069",CA,Flooring,T,0,5/16/2022,,N,http://www.califloor.com/,N,N,N,N,N,N,N,N,N,N,N,2,1,0,0,0,0,0,6,9,15
Carpet Cleaning Akron Oh,126308770,N,0, - ,EST,"1303 Copley Rd, Akron, OH, 44320",OH,Cleaning Services,T,0,5/17/2022,,N,,N,N,N,N,N,N,N,N,N,N,N,2,,0,,0,,,6,,
Carpet Cleaning Companies,126308774,N,0, - ,EST,"2700 Gilchrist Rd, Akron, OH, 44305",OH,Cleaning Services,T,0,5/17/2022,,N,,N,N,N,N,N,N,N,N,N,N,N,2,,1,,0,,,4,,
Carpet Cleaning Cuyahoga Falls Oh,126308771,N,0, - ,EST,"1711 State Rd, Cuyahoga Falls, OH, 44223",OH,Cleaning Services,T,0,5/17/2022,,N,,N,N,N,N,N,N,N,N,N,N,N,2,,0,,0,,,6,,
Carpet Cleaning Dallas Texas,126275649,N,0, - ,CST,"3155 W Wheatland Rd, Dallas, TX, 75237",TX,Cleaning Services,T,0,5/16/2022,,N,http://www.carpetcleaning-dallastexas.com/,N,N,N,N,N,N,N,N,N,N,N,2,2,0,0,0,0,0,6,12,18
Carpet Cleaning Delivery,126308776,N,0, - ,EST,"2975 W Market St, Akron, OH, 44333",OH,Cleaning Services,T,0,5/17/2022,,N,,N,N,N,N,N,N,N,N,N,N,N,2,,1,,0,,,4,,
carpet cleaning for now,126275356,N,0, - ,EST,"3118 Dona Emilia Dr, Studio City, CA, 91604",PA,Cleaning Services,T,0,5/16/2022,,N,,N,N,N,N,N,N,N,N,N,N,N,2,,0,,0,,,6,,
carpet cleaning for now Los Angeles,126275502,N,0, - ,PST,"395 Madrono Ln, Los Angeles, CA, 90077",CA,Cleaning Services,T,0,5/16/2022,,N,,N,N,N,N,N,N,N,N,N,N,N,2,,0,,0,,,6,,
carpet cleaning for today West Hollywood,126275359,N,0, - ,CST,"West Hollywood, CA, 90069",AL,Cleaning Services,T,0,5/16/2022,,N,,N,N,N,N,N,N,N,N,N,N,N,2,,0,,0,,,6,,
Carpet Cleaning Free Quote,126308775,N,0, - ,EST,"3009 W Market St, Akron, OH, 44333",OH,Cleaning Services,T,0,5/17/2022,,N,,N,N,N,N,N,N,N,N,N,N,N,2,,0,,0,,,6,,
Carpet cleaning los angeles West Hollywood,126275501,N,0, - ,EST,"West Hollywood, CA, 90069",OH,Cleaning Services,T,0,5/16/2022,,N,https://www.greencarpetscleaning.com/professional-carpet-cleaning-west-hollywood/,N,N,N,N,N,N,N,N,N,N,N,2,4,0,0,0,0,0,6,18,24
Carpet Cleaning Methods,126308778,N,0, - ,EST,"3352 Kent Rd, Stow, OH, 44224",OH,Cleaning Services,T,0,5/17/2022,,N,,N,N,N,N,N,N,N,N,N,N,N,2,,0,,0,,,6,,
carpet cleaning near me Los Angeles,126275503,N,0, - ,PST,"442 Bel Air Rd # 476, Los Angeles, CA, 90077",CA,Cleaning Services,T,0,5/16/2022,,N,,N,N,N,N,N,N,N,N,N,N,N,2,,0,,0,,,6,,
Carpet Cleaning Pick Up,126308779,N,0, - ,EST,"3867 Medina Rd, Akron, OH, 44333",OH,Cleaning Services,T,0,5/17/2022,,N,,N,N,N,N,N,N,N,N,N,N,N,2,,0,,0,,,6,,
Carpet cleaning prices Van Nuys 91423,126275376,N,0, - ,PST,"Van Nuys, CA, 91423",CA,Cleaning Services,T,0,5/16/2022,,N,,N,N,N,N,N,N,N,N,N,N,N,2,,0,,0,,,6,,
Carpet Cleaning Professionals,126307294,N,0, - ,MST,"2131 E Camelback Rd, Phoenix, AZ, 85016",AZ,Cleaning Services,T,0,5/17/2022,,N,,N,N,N,N,N,N,N,N,N,N,N,2,,0,,0,,,6,,
carpet cleaning same day Los Angeles,126275362,N,0, - ,PST,"Los Angeles, CA, 90069",CA,Cleaning Services,T,0,5/16/2022,,N,,N,N,N,N,N,N,N,N,N,N,N,2,,0,,0,,,6,,
Carpet Cleaning Seattle Wa,126307381,N,0, - ,PST,"500 Mercer St, Seattle, WA, 98109",WA,Cleaning Services,T,0,5/17/2022,,N,,N,N,N,N,N,N,N,N,N,N,N,2,,0,,0,,,6,,
Carpet Cleaning Sherman Oaks 91423,126275375,N,0, - ,PST,"Sherman Oaks, CA, 91423",CA,Cleaning Services,T,0,5/16/2022,,N,,N,N,N,N,N,N,N,N,N,N,N,2,,0,,0,,,6,,
Central Epoxy Flooring,126307655,N,0, - ,CST,"514 E Saint Louis Ave, East Alton, IL, 62024",IL,Flooring,T,0,5/17/2022,,N,https://www.centralepoxyflooring.org/,N,N,N,N,N,N,N,N,N,N,N,2,1,0,1,0,0,0,6,7,13
Champion Window Cleaners,126308416,N,0, - ,CST,"30140 Portobello Rd, Birmingham, AL, 35242",AL,Doors & Windows,T,0,5/17/2022,,N,,N,N,N,N,N,N,N,N,N,N,N,2,,0,,0,,,6,,
Charles Cabinet Refacing Contractor,126307821,N,0, - ,PST,"1330 Fernwood Ln, Gilroy, CA, 95020",CA,Cabinets & Countertops,T,0,5/17/2022,,N,http://www.charcabreface.com/,N,N,N,N,N,N,N,N,N,N,N,2,0,0,0,0,0,0,6,6,12
Cheap Appliances Repair,126275573,N,0, - ,CST,"2327 S Cicero Ave, Cicero, IL, 60804",IL,Appliances,T,0,5/16/2022,,N,,N,N,N,N,N,N,N,N,N,N,N,2,,0,,0,,,6,,
Chimney Sweep Repair Pro Louisville,126308244,N,0, - ,EST,"Louisville, KY, 40218",KY,Fireplace and Wood Stove,T,0,5/17/2022,,N,http://www.chimneykings.com/KY-Louisville.html,N,N,N,N,N,N,N,N,N,N,N,2,1,0,0,0,0,1,6,9,16
Chimney Sweep Repair Pro San Francisco,126307329,N,0, - ,PST,"San Francisco, CA, 94103",CA,Fireplace and Wood Stove,T,0,5/17/2022,,N,http://www.chimneykings.com/CA-San-Francisco.html,N,N,N,N,N,N,N,N,N,N,N,2,1,0,0,0,0,1,6,9,16
Chimney Sweep Repair Pro Toledo,126308863,N,0, - ,EST,"Toledo, OH, 43606",OH,Fireplace and Wood Stove,T,0,5/17/2022,,N,http://www.chimneykings.com/OH-Toledo.html,N,N,N,N,N,N,N,N,N,N,N,2,1,0,0,0,0,1,6,9,16
Cicero Upholstery Cleaner,126275576,N,0, - ,CST,"3039 S Cicero Ave, Cicero, IL, 60804",IL,Furniture Repair & Refinish,T,0,5/16/2022,,N,,N,N,N,N,N,N,N,N,N,N,N,2,,1,,0,,,4,,
Clark Hall Doors and Windows,126308204,N,0, - ,EST,"1403 Capital Blvd, Raleigh, NC, 27603",NC,Doors & Windows,T,0,5/17/2022,,N,https://clarkhalldoors.com/,N,N,N,N,N,N,N,N,N,N,N,2,1,0,0,0,0,0,6,9,15
Classic Buildings Garage and Cabin Division,126307657,N,0, - ,CST,"2005 Elm Dr, Arnold, MO, 63010",MO,Garage Doors,T,0,5/17/2022,,N,http://www.classicbuildingsales.com/,N,N,N,N,N,N,N,N,N,N,N,2,1,1,1,0,0,0,4,5,9
Classic Window Tinting Glass,126307704,N,0, - ,PST,"7190 Arlington Ave, Riverside, CA, 92503",CA,Doors & Windows,T,0,5/17/2022,,N,https://classicwindowtint.weebly.com/,N,N,N,N,N,N,N,N,N,N,N,2,1,1,0,0,0,0,4,7,11
Clean Modern 10th Floor Condo One Block From Famous Waikiki Beach,126308345,N,0, - ,PST,"201 Ohua Ave, Honolulu, HI, 96815",CA,Flooring,T,0,5/17/2022,,N,,N,N,N,N,N,N,N,N,N,N,N,2,,1,,0,,,4,,
Cleaning Duct air,126307934,N,0, - ,CST,"Austin, TX, 78701",TX,HVAC,T,0,5/17/2022,,N,https://austinductcleaning.us/,N,N,N,N,N,N,N,N,N,N,N,2,1,0,0,0,0,0,6,9,15
Cleaning Services Signal Hill 90755,126308936,N,0, - ,PST,"Signal Hill, CA, 90755",CA,Recovery Service,T,0,5/17/2022,,N,,N,N,N,N,N,N,N,N,N,N,N,2,,0,,0,,,6,,
Clear The Decks Professional Organizers,126308780,N,0, - ,EST,"675 Weber Ave, Akron, OH, 44303",OH,Organizers,T,0,5/17/2022,,N,,N,N,N,N,N,N,N,N,N,N,N,2,,0,,0,,,6,,
Clear View Window Washing,126308879,N,0, - ,EST,"1020 Washington Ave, Temperance, MI, 48182",MI,Doors & Windows,T,0,5/17/2022,,N,https://blind-installation-services.cmac.ws/clear-view-window-washing/1963/,N,N,N,N,N,N,N,N,N,N,N,2,4,0,0,0,0,0,6,18,24
Clearwater Interior Painting,126307493,N,0, - ,EST,"525 S Belcher Rd, Clearwater, FL, 33764",FL,Carpenters,T,0,5/17/2022,,N,,N,N,N,N,N,N,N,N,N,N,N,2,,0,,0,,,6,,
Coast Water Heating Repair,126307675,N,0, - ,CST,"4008 Lemay Ferry Rd, Saint Louis, MO, 63129",MO,HVAC,T,0,5/17/2022,,N,,N,N,N,N,N,N,N,N,N,N,N,2,,0,,0,,,6,,
Comfort Life Furniture,126307587,N,0, - ,EST,"812 W Patapsco Ave, Baltimore, MD, 21230",MD,HVAC,T,0,5/17/2022,,N,https://www.comfortlifefurniture.com/,N,N,N,N,N,N,N,N,N,N,N,2,0,1,0,0,0,0,4,4,8
Commerce City Foundation Repair,126307527,N,0, - ,MST,"6025 Ivanhoe St, Commerce City, CO, 80022",CO,Concrete & Masonry,T,0,5/17/2022,,N,https://nationalfoundationrepair.online/commerce-city-colorado/,N,N,N,N,N,N,N,N,N,N,N,2,1,1,2,0,0,0,4,3,7
Commerical Appliance Repair,126307761,N,0, - ,PST,"Sacramento, CA, 95825",CA,Appliances,T,0,5/17/2022,,N,http://www.comapprepservice.com/,N,N,N,N,N,N,N,N,N,N,N,2,1,0,0,0,0,0,6,9,15
Compass Cabinets and Fine Furniture,126308484,N,0, - ,PST,"5744 E Shields Ave Ste 103, Fresno, CA, 93727",CA,Cabinets & Countertops,T,0,5/17/2022,,N,https://www.compasscabinets.com/contact,N,N,N,N,N,N,N,N,N,N,N,2,1,1,0,0,0,0,4,7,11
Concord Heros Garage Door Emergency,126308540,N,0, - ,PST,"1655 Grant St, Concord, CA, 94520",CA,Garage Doors,T,0,5/17/2022,,N,https://concord-heros-garage-door-emergency.business.site/,N,N,N,N,N,N,N,N,N,N,N,2,0,0,0,0,0,0,6,6,12
Contact Your Local Appliance Repair,126308058,N,0, - ,EST,"2976 Virginia Beach Blvd, Virginia Beach, VA, 2345",VA,Appliances,T,0,5/17/2022,,N,,N,N,N,N,N,N,N,N,N,N,N,2,,0,,0,,,6,,
Corbetts Appliance Repairs Inc Charleston SC,126308578,N,0, - ,EST,"2057 Ashley River Rd, Charleston, SC, 29407",SC,Appliances,T,0,5/17/2022,,N,http://www.corbetsappliancerepairsinc.us/,N,N,N,N,N,N,N,N,N,N,N,2,1,0,0,0,0,0,6,9,15
Cougot s Chimney Service,126308219,N,0, - ,EST,"6290 Old Warwick Rd, Richmond, VA, 23224",VA,Fireplace and Wood Stove,T,0,5/17/2022,,N,http://cougotschimneyservice.com/,N,N,N,N,N,N,N,N,N,N,N,2,2,0,0,0,0,0,6,12,18
