Acct #,(Required),"Name (Last, First)",Dialed,L14 Dials,TZ,City,State,PWC,MOR,Days,Last Note
88487979,seattleremodelingpros.com,,N,0,,,,Maid Service,T,0,01/31/2022
88500598,dryer-vent-cleaning-jersey.business.site,,N,0,,,,Cleaning Services,T,0,01/31/2022
88500636,5-star-electricians-woodland-hills.business.site,,N,0,,,,Maid Service,T,0,01/31/2022
88718687,air-duct-dryer-vent-cleaning.business.site,,N,0,,,,Cleaning Services,T,0,01/31/2022
88718783,coredconstruction.ca,,N,0,,,,Maid Service,T,0,01/31/2022
88720876,arnoldsrepaircenter.business.site,,N,0,,,,Maid Service,T,0,01/31/2022
88718762,kraly-construction.business.site,,N,0,,,,Maid Service,T,0,01/31/2022
88775249,rehab-near-me-oak-lawn.business.site,,N,0,,,,Maid Service,T,0,01/31/2022
88770397,mikon-electrics.business.site,,N,0,,,,Maid Service,T,0,01/31/2022
88819403,pgconstruction.business.site,,N,0,,,,Maid Service,T,0,01/31/2022
88850261,mbrcrenovations.com,,N,0,,,,Maid Service,T,0,01/31/2022
88851117,nicholson-air-duct-manassas.business.site,,N,0,,,,Cleaning Services,T,0,01/31/2022
88501422,granadahillselectricalrepair.business.site,,N,0,,,,Maid Service,T,0,01/31/2022
88542795,air-duct-town-services-lynwood.business.site,,N,0,,,,Cleaning Services,T,0,01/31/2022
88542761,any-time-carpet-cleaning-dublin.business.site,,N,0,,,,Carpet and Fabric Cleaning,T,0,01/31/2022
88606166,dryer-vent-cleaning-plano-tx.business.site,,N,0,,,,Cleaning Services,T,0,01/31/2022
88606451,pearlandtxairventcleaning-airductcleaningservice.business.site,,N,0,,,,Maid Service,T,0,01/31/2022
88810515,arkanva-design.business.site,,N,0,,,,Maid Service,T,0,01/31/2022
88895062,jmsairconditioning.com,,N,0,,,,Maid Service,T,0,01/31/2022
88895174,seathruconstruction.com,,N,0,,,,Maid Service,T,0,01/31/2022
88895059,lwwhomeservices.com,,N,0,,,,Maid Service,T,0,01/31/2022
88895179,aveiroconstructors.com,,N,0,,,,Maid Service,T,0,01/31/2022
88718668,cleandryerventscleaning.business.site,,N,0,,,,Maid Service,T,0,01/31/2022
88720567,williams-carpet-cleaning-new.business.site,,N,0,,,,Carpet and Fabric Cleaning,T,0,01/31/2022
88718746,dryerventcleaningsunnyvale.business.site,,N,0,,,,Maid Service,T,0,01/31/2022
88718726,addison-tx-dryer-vent-cleaning.business.site,,N,0,,,,Cleaning Services,T,0,01/31/2022
88718672,frisco-tx-dryer-vent-cleaning.business.site,,N,0,,,,Cleaning Services,T,0,01/31/2022
88634643,clean-dryer-vent-in-arlington.business.site,,N,0,,,,Cleaning Services,T,0,01/31/2022
88542816,rokeya-construction.business.site,,N,0,,,,Maid Service,T,0,01/31/2022
88895416,flooringdirecttexas.com,,N,0,,,,Maid Service,T,0,01/31/2022
88895529,jmsairconditioning.com,,N,0,,,,Maid Service,T,0,01/31/2022
88895328,14northconstruction.ca,,N,0,,,,Maid Service,T,0,01/31/2022
88895325,firstchoiceplumbing-androoter.com,,N,0,,,,Maid Service,T,0,01/31/2022
88895531,northwaylandscaping.ca,,N,0,,,,Maid Service,T,0,01/31/2022
88895406,alfiosqualitypainting.ca,,N,0,,,,Maid Service,T,0,01/31/2022
88895405,pcandbconstruction.com,,N,0,,,,Maid Service,T,0,01/31/2022
88895178,schneidercustombuilding.com,,N,0,,,,Maid Service,T,0,01/31/2022
88895363,firstchoiceplumbing-androoter.com,,N,0,,,,Maid Service,T,0,01/31/2022
88895065,bendhardwoodflooring.com,,N,0,,,,Maid Service,T,0,01/31/2022
88895312,ferniecontracting.com,,N,0,,,,Maid Service,T,0,01/31/2022
88897674,thecampbellconstruction.com,,N,0,,,,Maid Service,T,0,01/31/2022
88895571,samhardwoodfloors.com,,N,0,,,,Maid Service,T,0,01/31/2022
88896338,jmsairconditioning.com,,N,0,,,,Maid Service,T,0,01/31/2022
88897293,jmsairconditioning.com,,N,0,,,,Maid Service,T,0,01/31/2022
88896140,jmsairconditioning.com,,N,0,,,,Maid Service,T,0,01/31/2022
88896796,jmsairconditioning.com,,N,0,,,,Maid Service,T,0,01/31/2022
88896823,northwaylandscaping.ca,,N,0,,,,Maid Service,T,0,01/31/2022
88896825,boynebrosconstruction.com,,N,0,,,,Maid Service,T,0,01/31/2022
88895595,jmsairconditioning.com,,N,0,,,,Maid Service,T,0,01/31/2022
88895651,jmsairconditioning.com,,N,0,,,,Maid Service,T,0,01/31/2022
88896313,jmsairconditioning.com,,N,0,,,,Maid Service,T,0,01/31/2022
88895742,jmsairconditioning.com,,N,0,,,,Maid Service,T,0,01/31/2022
88896069,rockdrywall.com,,N,0,,,,Maid Service,T,0,01/31/2022
88896151,blackrockrenovationsottawa.com,,N,0,,,,Maid Service,T,0,01/31/2022
88896174,jmsairconditioning.com,,N,0,,,,Maid Service,T,0,01/31/2022
88896515,jmsairconditioning.com,,N,0,,,,Maid Service,T,0,01/31/2022
89052123,wallerlandscaping.com,,N,0,,,,Maid Service,T,0,01/31/2022
89052183,truelandscape.ca,,N,0,,,,Maid Service,T,0,01/31/2022
89052374,done-right-landscaping.com,,N,0,,,,Handyman,T,0,01/31/2022
89013514,buildcost-surveyors.business.site,,N,0,,,,Maid Service,T,0,01/31/2022
88895892,latourdrywall.com,,N,0,,,,Maid Service,T,0,01/31/2022
88895977,olympicbuildersgc.com,,N,0,,,,Maid Service,T,0,01/31/2022
88895646,prodrywallinc.com,,N,0,,,,Maid Service,T,0,01/31/2022
88895656,slcommservices.com,,N,0,,,,Maid Service,T,0,01/31/2022
88896102,jmsairconditioning.com,,N,0,,,,Maid Service,T,0,01/31/2022
88895974,smithpaintingchicago.com,,N,0,,,,Maid Service,T,0,01/31/2022
88896799,lamerlandscaping.ca,,N,0,,,,Maid Service,T,0,01/31/2022
88896663,ironwoodbuilders.ca,,N,0,,,,Maid Service,T,0,01/31/2022
89053683,treeremovalserviceorlando.com,,N,0,,,,Maid Service,T,0,01/31/2022
89235979,paulslawncarect.com,,N,0,,,,Maid Service,T,0,01/31/2022
89053544,fairviewlandscapinginc.com,,N,0,,,,Maid Service,T,0,01/31/2022
89235967,tos-carpet-cleaning-near-me.business.site,,N,0,,,,Carpet and Fabric Cleaning,T,0,01/31/2022
89235966,southeasternprotectionservices.com,,N,0,,,,Maid Service,T,0,01/31/2022
89235968,southeasternprotectionservices.com,,N,0,,,,Maid Service,T,0,01/31/2022
89062949,landscapingcontractorjacksonnj.com,,N,0,,,,Maid Service,T,0,01/31/2022
89053724,illinoisarborist.org,,N,0,,,,Maid Service,T,0,01/31/2022
89132427,copperleafconstruction.com,,N,0,,,,Maid Service,T,0,01/31/2022
89132407,canadiansteamcarpetcleaning.com,,N,0,,,,Maid Service,T,0,01/31/2022
89132391,canadiansteamcarpetcleaning.com,,N,0,,,,Maid Service,T,0,01/31/2022
89132464,canadiansteamcarpetcleaning.com,,N,0,,,,Maid Service,T,0,01/31/2022
89132423,bettercontracting.ca,,N,0,,,,Maid Service,T,0,01/31/2022
89132387,rexservices.ca,,N,0,,,,Maid Service,T,0,01/31/2022
89217252,terronesrenovation.com,,N,0,,,,Maid Service,T,0,01/31/2022
89235962,southeasternprotectionservices.com,,N,0,,,,Maid Service,T,0,01/31/2022
89053836,simaslandscaping.ca,,N,0,,,,Maid Service,T,0,01/31/2022
89256347,marquislandscaping.ca,,N,0,,,,Maid Service,T,0,01/31/2022
89256348,forevergreenirrigation.ca,,N,0,,,,Maid Service,T,0,01/31/2022
89295061,jprenovations.ca,,N,0,,,,Maid Service,T,0,01/31/2022
89295126,yardmaid.ca,,N,0,,,,Maid Service,T,0,01/31/2022
89295129,saxtonlandscapes.com,,N,0,,,,Maid Service,T,0,01/31/2022
89382995,sourcebuild.net,,N,0,,,,Maid Service,T,0,01/31/2022
89374596,air-duct-richardson.business.site,,N,0,,,,Cleaning Services,T,0,01/31/2022
89375007,saxtonlandscapes.com,,N,0,,,,Maid Service,T,0,01/31/2022
89374779,piedmontconstructiongroup.com,,N,0,,,,Maid Service,T,0,01/31/2022
89374879,soundconstructionlimited.com,,N,0,,,,Maid Service,T,0,01/31/2022
89374887,witmersconstruction.com,,N,0,,,,Maid Service,T,0,01/31/2022
89374878,saxtonlandscapes.com,,N,0,,,,Maid Service,T,0,01/31/2022
89295142,jprenovations.ca,,N,0,,,,Maid Service,T,0,01/31/2022
89374954,air-duct-little-elm.business.site,,N,0,,,,Cleaning Services,T,0,01/31/2022
89374655,nichterconstruction.com,,N,0,,,,Maid Service,T,0,01/31/2022
89374802,rxp-carpet-air-duct-cleaning-service-rug-repair-service.business.site,,N,0,,,,Carpet and Fabric Cleaning,T,0,01/31/2022
89374873,marlton-carpet-air-duct-cleaning-service-rug.business.site,,N,0,,,,Carpet and Fabric Cleaning,T,0,01/31/2022
89236015,brooklyn-carpet-air-duct-cleaning-service-rug.business.site,,N,0,,,,Carpet and Fabric Cleaning,T,0,01/31/2022
89236009,carpet-air-duct-cleaning-service-of-dc-rug.business.site,,N,0,,,,Carpet and Fabric Cleaning,T,0,01/31/2022
89511141,los-alamitos-ac-repair.business.site,,N,0,,,,Cleaning Services,T,0,01/31/2022
89417488,dazzlers-intergrated-services.business.site,,N,0,,,,Handyman,T,0,01/31/2022
89417348,hbcbuilder.com,,N,0,,,,Maid Service,T,0,01/31/2022
89511997,carpet-cleaning-cedar-park.business.site,,N,0,,,,Carpet and Fabric Cleaning,T,0,01/31/2022
89511999,dryer-vent-cleaning-george-town.business.site,,N,0,,,,Cleaning Services,T,0,01/31/2022
89509140,carpet-cleaning-pflugerville.business.site,,N,0,,,,Carpet and Fabric Cleaning,T,0,01/31/2022
89509036,chimney-cleaning-cedar-park.business.site,,N,0,,,,Cleaning Services,T,0,01/31/2022
89509425,lake-way-dryer-vent-cleaning.business.site,,N,0,,,,Cleaning Services,T,0,01/31/2022
89509289,jacksonrenovations.business.site,,N,0,,,,Maid Service,T,0,01/31/2022
89511986,budha-dryer-vent-cleaning.business.site,,N,0,,,,Cleaning Services,T,0,01/31/2022
89530823,alexpaintingandremodelingllc.com,,N,0,,,,Maid Service,T,0,01/31/2022
89844815,firsttimerightremodeling.com,,N,0,,,,Maid Service,T,0,01/31/2022
90024026,mmgeneralremodeling.com,,N,0,,,,Maid Service,T,0,01/31/2022
89843123,504homeremodelingandrepair.com,,N,0,,,,Maid Service,T,0,01/31/2022
89842238,protectivehomeremodeling.com,,N,0,,,,Maid Service,T,0,01/31/2022
89686091,jidaneconstruction.business.site,,N,0,,,,Maid Service,T,0,01/31/2022
89650787,terry-mclellan-electrical.business.site,,N,0,,,,Maid Service,T,0,01/31/2022
89847499,doylesplumbing.business.site,,N,0,,,,Maid Service,T,0,01/31/2022
89609777,on-the-spot-mobile-detailing-service.business.site,,N,0,,,,Cleaning Services,T,0,01/31/2022
90025912,nuall-painting.business.site,,N,0,,,,Maid Service,T,0,01/31/2022
90085456,eliteconciergeservices.business.site,,N,0,,,,Maid Service,T,0,01/31/2022
90085485,epor-carpet-cleaning-services.business.site,,N,0,,,,Carpet and Fabric Cleaning,T,0,01/31/2022
90364601,constructionnorco.com,,N,0,,,,Maid Service,T,0,01/31/2022
90364940,constructionalto.com,,N,0,,,,Maid Service,T,0,01/31/2022
90397635,infotad-services.business.site,,N,0,,,,Maid Service,T,0,01/31/2022
90364167,constructionbelaro.com,,N,0,,,,Maid Service,T,0,01/31/2022
90364311,constructioncda.com,,N,0,,,,Maid Service,T,0,01/31/2022
90363773,remodelingbymolina.com,,N,0,,,,Maid Service,T,0,01/31/2022
90364662,constructiongda.com,,N,0,,,,Maid Service,T,0,01/31/2022
90364378,constructiontopline.com,,N,0,,,,Maid Service,T,0,01/31/2022
90363941,constructionbelaro.com,,N,0,,,,Maid Service,T,0,01/31/2022
90364025,constructionslgf.com,,N,0,,,,Maid Service,T,0,01/31/2022
90365192,constructionartformsllc.com,,N,0,,,,Maid Service,T,0,01/31/2022
90363420,constructionjml.com,,N,0,,,,Maid Service,T,0,01/31/2022
90363820,constructionnivo-tech.com,,N,0,,,,Maid Service,T,0,01/31/2022
90364377,constructionboulard.com,,N,0,,,,Maid Service,T,0,01/31/2022
90364054,constructiongda.com,,N,0,,,,Maid Service,T,0,01/31/2022
90364060,constructionnivo-tech.com,,N,0,,,,Maid Service,T,0,01/31/2022
90457583,hvacmechanicalcorp.com,,N,0,,,,Maid Service,T,0,01/31/2022
90459907,hvacmechanicalcorp.com,,N,0,,,,Maid Service,T,0,01/31/2022
90453319,plumbingtroymo.com,,N,0,,,,Maid Service,T,0,01/31/2022
90456528,hvacsouthelmonte.com,,N,0,,,,Maid Service,T,0,01/31/2022
90403304,contractornegotiators.com,,N,0,,,,Maid Service,T,0,01/31/2022
90403244,contractordigitalsolutions.com,,N,0,,,,Maid Service,T,0,01/31/2022
90449914,hvacserviceblountville.com,,N,0,,,,Maid Service,T,0,01/31/2022
90449568,plumbingtroymo.com,,N,0,,,,Maid Service,T,0,01/31/2022
90449860,plumbingtroymo.com,,N,0,,,,Maid Service,T,0,01/31/2022
90449911,hvacmechanicalcorp.com,,N,0,,,,Maid Service,T,0,01/31/2022
90450055,hvacmechanicalcorp.com,,N,0,,,,Maid Service,T,0,01/31/2022
90449044,hvacmechanicalcorp.com,,N,0,,,,Maid Service,T,0,01/31/2022
90449702,hvacmechanicalcorp.com,,N,0,,,,Maid Service,T,0,01/31/2022
90449639,hvacsoluciones.com,,N,0,,,,Maid Service,T,0,01/31/2022
90449440,hvacmechanicalcorp.com,,N,0,,,,Maid Service,T,0,01/31/2022
90449810,hvacservicesnorthhills.com,,N,0,,,,Maid Service,T,0,01/31/2022
90449912,hvacservicebeverlyhills.com,,N,0,,,,Maid Service,T,0,01/31/2022
90449916,hvacthousandoaks.com,,N,0,,,,Maid Service,T,0,01/31/2022
90449970,hvackers.com,,N,0,,,,Maid Service,T,0,01/31/2022
90489555,landscapingkingston.com,,N,0,,,,Maid Service,T,0,01/31/2022
90489540,remodelinglandscapes.com,,N,0,,,,Maid Service,T,0,01/31/2022
90594894,lawnbarbersco.com,,N,0,,,,Maid Service,T,0,01/31/2022
90453618,hvacmechanicalcorp.com,,N,0,,,,Maid Service,T,0,01/31/2022
91386525,hive-carpet-cleaning-ke.business.site,,N,0,,,,Carpet and Fabric Cleaning,T,0,01/31/2022
90695314,kniss-excavating.business.site,,N,0,,,,Maid Service,T,0,01/31/2022
90695324,excavationpierrestonge.business.site,,N,0,,,,Maid Service,T,0,01/31/2022
90648912,carpet-clean-san-ca.business.site,,N,0,,,,Carpet and Fabric Cleaning,T,0,01/31/2022
90594923,treeservicewebdesigner.com,,N,0,,,,Maid Service,T,0,01/31/2022
90594921,lawnolu.com,,N,0,,,,Maid Service,T,0,01/31/2022
90798663,mjconstruction.com,,N,0,,,,Maid Service,T,0,01/31/2022
90799186,mslandscapingllc.com,,N,0,,,,Maid Service,T,0,01/31/2022
90799139,scottandsonsappliancerepairanddryerventcleaning.com,,N,0,,,,Maid Service,T,0,01/31/2022
90799231,pguerralandscaping.com,,N,0,,,,Maid Service,T,0,01/31/2022
90799505,constructionsuccessplatform.com,,N,0,,,,Maid Service,T,0,01/31/2022
90799141,reginalawncare.com,,N,0,,,,Maid Service,T,0,01/31/2022
90799095,landscapingpartnerpros.com,,N,0,,,,Maid Service,T,0,01/31/2022
90746260,mulltechexcavating.business.site,,N,0,,,,Maid Service,T,0,01/31/2022
90746406,acrepairnorthhills.business.site,,N,0,,,,Maid Service,T,0,01/31/2022
90746288,tiendapintucojuanchodrywall.business.site,,N,0,,,,Maid Service,T,0,01/31/2022
90695339,excavationpierrestonge.business.site,,N,0,,,,Maid Service,T,0,01/31/2022
90648913,carpet-clean-san-ca.business.site,,N,0,,,,Carpet and Fabric Cleaning,T,0,01/31/2022
90695380,lenox-air-duct-cleaning-painesville.business.site,,N,0,,,,Cleaning Services,T,0,01/31/2022
90695361,imageelectriciancontractor.business.site,,N,0,,,,Maid Service,T,0,01/31/2022
90695331,professionaljunkremovelservices.business.site,,N,0,,,,Maid Service,T,0,01/31/2022
90648809,overedelectriciancontractor.business.site,,N,0,,,,Maid Service,T,0,01/31/2022
90791711,eudaimoniapestcontrol.com,,N,0,,,,Maid Service,T,0,01/31/2022
90876922,cdcarpetcleaninggarner.com,,N,0,,,,Maid Service,T,0,01/31/2022
90799810,unionconstruction.com,,N,0,,,,Maid Service,T,0,01/31/2022
90800333,poncepressurewashing.com,,N,0,,,,Maid Service,T,0,01/31/2022
90800063,titanlawncareco.com,,N,0,,,,Maid Service,T,0,01/31/2022
90876930,blueroomconstruction.com,,N,0,,,,Maid Service,T,0,01/31/2022
90876936,posconstructionllc.com,,N,0,,,,Maid Service,T,0,01/31/2022
91394282,ciniscarpetcleaning.com,,N,0,,,,Maid Service,T,0,01/31/2022
91386945,homerenovation.com,,N,0,,,,Maid Service,T,0,01/31/2022
91193210,dare-maintenance.business.site,,N,0,,,,Handyman,T,0,01/31/2022
91193259,albertslandscaping.business.site,,N,0,,,,Maid Service,T,0,01/31/2022
91193202,selectivecountertops.business.site,,N,0,,,,Maid Service,T,0,01/31/2022
91057351,bloomfieldpestcontrol.businesshomepage.info,,N,0,,,,Maid Service,T,0,01/31/2022
91044992,rpconstructioncompany.com,,N,0,,,,Maid Service,T,0,01/31/2022
91057571,egconstructioncorporation.business.site,,N,0,,,,Maid Service,T,0,01/31/2022
91029062,speranzalandscapingri.com,,N,0,,,,Maid Service,T,0,01/31/2022
91016340,bkkitchens.business.site,,N,0,,,,Maid Service,T,0,01/31/2022
91548862,cucancic-construction.com,,N,0,,,,Maid Service,T,0,01/31/2022
91480288,ssdynamicservices.business.site,,N,0,,,,Maid Service,T,0,01/31/2022
91426093,fusionconstructionswansea.com,,N,0,,,,Maid Service,T,0,01/31/2022
91042066,lawnsuit.com,,N,0,,,,Maid Service,T,0,01/31/2022
90937820,igniviaconstruction.com,,N,0,,,,Maid Service,T,0,01/31/2022
90937173,lrlconstruction.com,,N,0,,,,Maid Service,T,0,01/31/2022
91721540,sagreraconstructionllc.com,,N,0,,,,Maid Service,T,0,01/31/2022
91721474,rmbuildersconstruction.com,,N,0,,,,Maid Service,T,0,01/31/2022
91721312,maconstructiongroup.com,,N,0,,,,Maid Service,T,0,01/31/2022
91721476,acrepairandfix.business.site,,N,0,,,,Maid Service,T,0,01/31/2022
91721650,windsor-hvac.business.site,,N,0,,,,Maid Service,T,0,01/31/2022
91722128,dowdencreativeconstruction.com,,N,0,,,,Maid Service,T,0,01/31/2022
91722091,10-electric.business.site,,N,0,,,,Maid Service,T,0,01/31/2022
91813593,1st-choice-carpet-cleaning-spring-tx.business.site,,N,0,,,,Carpet and Fabric Cleaning,T,0,01/31/2022
91890183,local-air-duct-cleaning-garden.business.site,,N,0,,,,Cleaning Services,T,0,01/31/2022
91890225,air-duct-cleaning-anaheim.business.site,,N,0,,,,Cleaning Services,T,0,01/31/2022
91890163,localairductcleaninglos.business.site,,N,0,,,,Maid Service,T,0,01/31/2022
91890495,maintenancebrothers.business.site,,N,0,,,,Maid Service,T,0,01/31/2022
91970152,farwestcontractors.com,,N,0,,,,Maid Service,T,0,01/31/2022
91969970,diamondarborist.com,,N,0,,,,Maid Service,T,0,01/31/2022
91969938,twincityelectricians.com,,N,0,,,,Maid Service,T,0,01/31/2022
92012295,safe-air-duct-dryer-vent-cleaning.business.site,,N,0,,,,Cleaning Services,T,0,01/31/2022
92012126,911-dryer-vent-cleaning-the.business.site,,N,0,,,,Maid Service,T,0,01/31/2022
92012195,provodence-dryer-vent-cleaning.business.site,,N,0,,,,Cleaning Services,T,0,01/31/2022
92012027,optimum-dryer-vent-cleaning.business.site,,N,0,,,,Cleaning Services,T,0,01/31/2022
92011982,remarkable-air-duct-dryer-vent.business.site,,N,0,,,,Cleaning Services,T,0,01/31/2022
92012166,fantastic-dryer-vent-cleaning.business.site,,N,0,,,,Cleaning Services,T,0,01/31/2022
92012542,dryer-vent-cleaning-heroes.business.site,,N,0,,,,Cleaning Services,T,0,01/31/2022
92012197,safety-dryer-vent-cleaning.business.site,,N,0,,,,Cleaning Services,T,0,01/31/2022
92012135,nexxteriorsconstruction.business.site,,N,0,,,,Maid Service,T,0,01/31/2022
92012000,carpet-cleaning-orange-county-ca.business.site,,N,0,,,,Carpet and Fabric Cleaning,T,0,01/31/2022
91722266,smoothcustomflooringllc.com,,N,0,,,,Maid Service,T,0,01/31/2022
88742238,Lawnmower Man,,N,0,,,,Maid Service,T,0,01/31/2022
86821571,Letty's Cleaning Services,"Concepcion, Leticia",N,0,EST,Miami,FL,Cleaning Services,O,0,01/31/2022
72708003,Green Mountain Power Wash,Brian,N,0,EST,,VT,Cleaning Services,T,0,01/31/2022
72708152,Veronica's Cleaning,"Coleman, Veronica",N,0,EST,,GA,Cleaning Services,T,0,01/31/2022
72720499,Nice & Clean House Cleaning,,N,0,PST,Reseda,CA,Cleaning Services,T,0,01/31/2022
72728942,Acosta Cleaning Services,,N,0,EST,EPHRATA,PA,Cleaning Services,T,0,01/31/2022
72729270,Heaven Scent Cleaning Svc,"Murry, Tracy",N,0,CST,,AL,Cleaning Services,T,0,01/31/2022
72752963,4 Seasons Cleaning,,N,0,CST,,TX,Cleaning Services,T,0,01/31/2022
72763549,JW Maintenance Clean Up Services,"Jerome, Safiya",N,0,EST,Brooklyn,NY,Cleaning Services,T,0,01/31/2022
72787577,Down And Dirty Cleaning Service - Home  Facebook,"Williams, savanna",N,0,EST,Glen Burnie,MD,Excavation,T,0,01/31/2022
72791578,Norton Rodgers Plumb & Elec,Electrician,N,0,CST,Eskridge,MS,Plumbing,T,0,01/31/2022
72795396,Whiz Cleaning Pros,"Marshall, Lisa",N,0,CST,Houston,TX,Maid Service,T,0,01/31/2022
72801437,"iQuality Cleaning, LLC","Rigsby, Charlie",N,0,CST,Del City,OK,Maid Service,O,0,01/31/2022
72801900,Dave's Window Cleaning,https://local.yahoo.com/info-102314650-dave-s-wind,N,0,,,,Cleaning Services,T,0,01/31/2022
72816610,Jean House Cleaning,,N,0,CST,,AL,Cleaning Services,T,0,01/31/2022
72817401,Renee's Cleaning Service,"Terry, Renee",N,0,EST,Quitnan,GA,Cleaning Services,T,0,01/31/2022
72818940, LYNN CLEANING  ,Maria D Aguilar,N,0,PST,Las Vegas,NV,Cleaning Services,T,0,01/31/2022
72841677,Lynette's Cleaning,,N,0,CST,,AR,Cleaning Services,T,0,01/31/2022
72844031,Tom's Pressure Washing,,N,0,EST,Maryville,TN,Handyman,T,0,01/31/2022
72870233,The Sunshine Clean,"DAWN, Dawn",N,0,EST,,NJ,Cleaning Services,T,0,01/31/2022
72878543,The original cleaning services ,"Chavez, Delphina",N,0,CST,Austin,TX,Maid Service,T,0,01/31/2022
72909275,PDR Clean,,N,0,EST,,NJ,Cleaning Services,T,0,01/31/2022
72930603,Fowler Fresh Cleaning Service,"Fowler, Danielle",N,0,EST,Rossford,OH,Cleaning Services,T,0,01/31/2022
72931767,Olgas Housecleaning,"Alvarez, Olga",N,0,PST,PALO ALTO,CA,Maid Service,T,0,01/31/2022
72943768,Cleaning,"Stotler, Brittany",N,0,EST,,WV,Maid Service,O,0,01/31/2022
72959833,ESPINOSA MARTINEZ CLEANING SERVICE,"Espinosa, Lilly",N,0,PST,GILROY,CA,Cleaning Services,T,0,01/31/2022
72962561,Debbie House Cleaning,"Modeste, Debbie",N,0,EST,Brooklyn,NY,Cleaning Services,T,0,01/31/2022
72962580,*Kayla & Ashley Cleaning,"Morales, Costa",N,0,EST,,NJ,Maid Service,T,0,01/31/2022
72962954,Jay's Housecleaning,,N,1,EST,,NJ,Cleaning Services,T,0,01/31/2022
72970925,J&J mobile detailing and power washing services,"Smith, Jeremiah",N,0,MST,Cortez,CO,Cleaning Services,T,0,01/31/2022
72981450,Dilcias's Cleaning Service,"Ulloa, Maria",N,0,EST,Freeport,NY,Maid Service,T,0,01/31/2022
72984777,Lopezs Cleaning,,N,0,,,,Cleaning Services,T,0,01/31/2022
73017091,Ivonne's Cleaning Service,"Varela, Ivonne",N,0,EST,Cape Coral,FL,Maid Service,T,0,01/31/2022
73031034,Lucyâ's cleaning,"Oliveira, Lucimara",N,0,EST,,CT,Maid Service,O,0,01/31/2022
73033727,"Espinoza s Clean Sweep, Inc.",,N,0,PST,Murrieta,CA,Cleaning Services,T,0,01/31/2022
73067537,Queen of Clean,"Johnson, Sheri",N,0,EST,Cincinnati,OH,Maid Service,T,0,01/31/2022
73072861,The Handy Dego,"Maturo, John",N,0,PST,Capistrano Beach,CA,Handyman,T,0,01/31/2022
73086151,Miggy's Green House Cleaning,,N,1,EST,Queens,NY,Cleaning Services,T,0,01/31/2022
73087628,Flashman's Handyman Service -   Facebook,"Riley, Gordon",N,1,EST,"PROVIDENCE, RI",RI,Handyman,T,0,01/31/2022
73091348,E & J Cleaning,"Nevarez Fallad, Fernando",N,2,CST,Fremont / Omaha ,NE,Maid Service,O,0,01/31/2022
73099647,A1 Perfect Cleaning,Isreal,N,0,CST,Bastrop,TX,Cleaning Services,T,0,01/31/2022
73112609,Anthony's Services,,N,0,,,,Handyman,T,0,01/31/2022
73118481,Chris clean house,"Vazquez, Erica",N,0,PST,Marina,CA,Maid Service,O,0,01/31/2022
73121230,Amber's Clean Up,,N,1,EST,,OH,Cleaning Services,T,0,01/31/2022
73121290,Pizarro House Cleaning,,N,1,MST,,AZ,Cleaning Services,T,0,01/31/2022
73122479,Hands on Home Cleaning,,N,1,EST,,MA,Cleaning Services,T,0,01/31/2022
73132566,Sunshine Cleaning,,N,0,EST,Atlanta,GA,Maid Service,T,0,01/31/2022
73138050,Torshikia Cleaning Service,"Long, Torshikia",N,0,CST,Hammond,LA,Maid Service,T,0,01/31/2022
73149385,stella  cleaning  service,"hopkins, costella",N,0,EST,Greenville,NC,Maid Service,T,0,01/31/2022
73184935,Supreme Cleaning (PW),Paxton,N,0,EST,Orlando,FL,Cleaning Services,T,0,01/31/2022
73201194,SunSet Cleaning,"Vera Suarez, Karen Del Mar",N,0,EST,Brandenton,FL,Maid Service,T,0,01/31/2022
73201433,The Pressure Wash Guy,"Jenkins, Dirk",N,0,EST,Lawrenceville,GA,Painting,T,0,01/31/2022
73201453,"HCC Pressure Washing, LLC","Ginn, Jessica",N,0,CST,Houston,TX,Cleaning Services,T,0,01/31/2022
73203336,"Contreras Cleaning Services, LLC","Rivas Perez, Jose Luis",N,0,EST,Manassas,VA,Cleaning Services,T,0,01/31/2022
73203461,William White's Handyman Service,"White, William",N,0,CST,Mattoon,IL,Handyman,T,0,01/31/2022
73209052,Desirae's House Cleaning,,N,0,EST,,GA,Cleaning Services,T,0,01/31/2022
73212375,Gabby & Rina Cleaning Services,"constant, Gabriela",N,0,EST,Beech Grove,IN,Maid Service,T,0,01/31/2022
73213867,Powerful Cleaning,"Power, Amanda",N,0,CST,,AL,Cleaning Services,T,0,01/31/2022
73217180,Connie's Cleaning,,N,0,EST,Fallston,NC,Cleaning Services,T,0,01/31/2022
73242689,mpj janitor service,"davis, mige",N,0,CST,Tyler,TX,Maid Service,O,0,01/31/2022
73244799,Cardoza Clean Service,"Cardoza, Edi",N,0,EST,Charotlette,NC,Maid Service,O,0,01/31/2022
73269962,High Definition Cleaning Services,"Elliot, Lori",N,0,PST,Eugene,OR,Cleaning Services,T,0,01/31/2022
73273039,Jackie's Maid Service,"Huett, Jackie",N,0,EST,Saxonburg,PA,Maid Service,T,0,01/31/2022
73281263,Perus Cleaning Service,"Altamirano, Juan",N,0,EST,NORTHFIELD,NJ,Maid Service,T,0,01/31/2022
73286503,CLL Cleaning Service ,"Lumpkin, Crystal",N,0,CST,,AL,Cleaning Services,T,0,01/31/2022
